href,menu
/ho-chi-minh/xoi-minh-hung-doc-lap,Xôi Gấc ( hộp lớn ) 
/ho-chi-minh/xoi-minh-hung-doc-lap,Xôi Lá Cẩm ( hộp lớn )
/ho-chi-minh/xoi-minh-hung-doc-lap,Xôi Đậu ( hộp lớn )
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua nếp cẩm
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua đác
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua đá
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua mít
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua nhãn
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Thập cẩm
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sữa chua Đác Mít 
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Bánh flan
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Đác
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sc Xoài 
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Cẩm hũ
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Mit
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Nhãn
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Đác
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Sc Xoài 
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Cẩm hũ
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Mit
/ho-chi-minh/sua-chua-nep-cam-minh-ha,Nếp Nhãn
/ho-chi-minh/banh-khot-267,Cơm cháy chà bông
/ho-chi-minh/banh-khot-267,Bánh khọt thịt
/ho-chi-minh/banh-khot-267,Bánh khọt tôm
/ho-chi-minh/banh-khot-267,Gỏi cuốn
/ho-chi-minh/banh-khot-267,Bì cuốn
/ho-chi-minh/banh-khot-267,thập cẩm
/ho-chi-minh/banh-khot-267,Bánh khọt trứng
/ho-chi-minh/banh-khot-267,4 bánh tôm + 4 bánh mực
/ho-chi-minh/banh-khot-267,4 bánh tôm + 4 bánh thịt
/ho-chi-minh/banh-khot-267,4 bánh trứng + 4 bánh thịt
/ho-chi-minh/banh-khot-267,Bánh khọt mực
/ho-chi-minh/banh-khot-267,4 bánh mực + 4 bánh trứng
/ho-chi-minh/banh-khot-267,4 bánh tôm + 4 bánh trứng
/ho-chi-minh/banh-khot-267,4 bánh mực + 4 bánh thịt
/ho-chi-minh/banh-khot-267,bánh khọt 267 (10 cái)
/ho-chi-minh/banh-khot-267,Bún chả giò
/ho-chi-minh/banh-khot-267,Largu bò
/ho-chi-minh/banh-khot-267,Bún mắm nêm
/ho-chi-minh/banh-khot-267,Yaourt bịch
/ho-chi-minh/banh-khot-267,Trà mãng cầu
/ho-chi-minh/banh-khot-267,Nước ngọt
/ho-chi-minh/banh-khot-267,trà tắc
/ho-chi-minh/banh-khot-267,Xí muội mơ
/ho-chi-minh/banh-khot-267,Đá Me
/ho-chi-minh/banh-khot-267,Yaourt đá
/ho-chi-minh/banh-khot-267,Sâm dứa sữa
/ho-chi-minh/banh-khot-267,Trà Dâu 
/ho-chi-minh/banh-khot-267,Sâm Dứa 
/ho-chi-minh/banh-khot-267,Trà Đào 
/ho-chi-minh/banh-khot-267,Sữa khoai môn
/ho-chi-minh/mr-coconut-ung-van-khiem,Dừa dầm mix sữa chua
/ho-chi-minh/mr-coconut-ung-van-khiem,Cơm cháy mắm hành
/ho-chi-minh/mr-coconut-ung-van-khiem,Trà sữa Gạo rang
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Bánh tráng phơi sương tròn 500gr
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Bánh tráng trộn sẵn tôm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Sốt me chua cay
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Bánh tráng cuốn thịt 500gr
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Sốt ớt siêu cay
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Bánh tráng lá lắc muối siêu cay
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước ép cam
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước dừa
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước dừa tắc
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Rau má đậu xanh
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà tắc
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Cam ép mật ong
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước cam + xí muội
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Rau má nước dừa
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà đào dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà đào cam xả
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước ép chanh dây
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước xí muội
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước ép cam chanh dây
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước ép cam sữa mật ong
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà dâu dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Lipton cam
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước chanh muối
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Rau má sữa đậu xanh nước dừa
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Yogust dâu dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Rau má sữa nước dừa
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà vải dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Nước dừa tắc xí muội
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Yogust đào dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà thơm dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Yogust vải dằm
/ho-chi-minh/chi-mai-banh-trang-tron-nuoc-cam,Trà ổi dằm
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Vàng) Bánh Giò Thập Cẩm Trứng Muối
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống 
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Xanh Dương) Bánh Giò Xá Xíu Lạp Xưởng Trứng Muối
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Đỏ) Bánh Giò Tôm Thịt 3 Trứng Cút
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Xanh Lá) Bánh Giò Gà Xé Nấm
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Tím) Bánh Giò Heo Băm Nấm Trứng Muối
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Kim chi thêm
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + Kim Chi thêm
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,(Dây Đỏ) Bánh Giò Tôm Thịt 3 Trứng Cút + Kim Chi Thêm
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Sương Sáo Cốt Dừa Cafe
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Trà olong dâu ổi hồng
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Trà sữa olong trân châu trắng
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Trà sữa dừa olong  trân châu trắng
/ho-chi-minh/banh-gio-co-tam-nguyen-thuong-hien,Trà sữa olong chai nguyên chất
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 1 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Đỏ) Bánh Giò Tôm Thịt 3 Trứng Cút + 1 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 1 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Xanh Lá) Bánh Giò Gà Xé Nấm + 1 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,Coca-Cola chỉ 1Đ
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 1 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,01 Coca-Cola chai
/ho-chi-minh/banh-gio-co-tam-bach-dang,3 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 2 Coca-Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,02 Coca-Cola chai
/ho-chi-minh/banh-gio-co-tam-bach-dang,(Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống
/ho-chi-minh/banh-gio-co-tam-bach-dang,(Dây Vàng) Bánh Giò Thập Cẩm Trứng Muối 
/ho-chi-minh/banh-gio-co-tam-bach-dang,(Dây Xanh Dương) Bánh Giò Xá Xíu Lạp Xưởng Trứng Muối
/ho-chi-minh/banh-gio-co-tam-bach-dang,(Dây Tím) Bánh Giò Heo Băm Nấm Trứng Muốii
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trứng cút chiên giòn sốt mắm me (Phần nhỏ)
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trứng cút chiên giòn sốt mắm me (Phần lớn)
/ho-chi-minh/banh-gio-co-tam-bach-dang,Kim chi thêm
/ho-chi-minh/banh-gio-co-tam-bach-dang,Sương Sáo Cốt Dừa Cafe
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trà olong chanh sả tắc
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trà sữa olong trân châu trắng
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trà olong dâu ổi hồng
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trà sữa dừa olong trân châu trắng
/ho-chi-minh/banh-gio-co-tam-bach-dang,Trà Đen Ủ Lạnh
/ho-chi-minh/banh-gio-co-tam-bach-dang,1 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 1 Coca- Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,Fanta/Sprite/Coca-Cola chỉ 1Đ 
/ho-chi-minh/banh-gio-co-tam-bach-dang,1 Coca-Cola lẻ
/ho-chi-minh/banh-gio-co-tam-bach-dang,2 (Dây Trắng) Bánh Giò Heo Băm Nấm Truyền Thống + 2 Coca- Cola
/ho-chi-minh/banh-gio-co-tam-bach-dang,02 Coca-Cola lẻ
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà trái cây nhiệt đới
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà hoa atiiso đỏ
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà việt quất
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà dứa nhiệt đới
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà hoa hồng vải
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà Mận Đỏ
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Trà tắt xí muội
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,TRÀ ĐÀO
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,TRÀ THƠM HẠT ĐÁC
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,TRÀ VẢI
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sinh tố bơ
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sinh tố sapoche
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cacao dừa
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Bơ dầm
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sinh tố dừa 
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sinh to Dâu + dừa
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sinh tố dưa hấu
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép dưa hấu
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Thơm ép
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép táo
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép ổi
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép cam
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Ép chanh dây + thơm
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Ép cóc ổi
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép cóc
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép cà rốt
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép cà chua
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Thơm + táo
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép chanh dây
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Thơm + dưa hấu
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Nước ép cà cải
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cam + cà chua
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Táo + cà chua
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Sữa chua trái cây
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Ca cao sữa đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cafe đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cafe sữa đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Ca cao sữa đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cafe đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Cafe sữa đá
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Bánh tráng trộn
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Bánh tráng xì ke
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Bánh tráng tóp mỡ hành 
/ho-chi-minh/lynh-sinh-to-nuoc-ep-an-vat,Bánh tráng thập cẩm
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chị 3 có bán tại chỗ nha mọi người ơi
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Combo siu rẻ
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Combo Sắc Màu
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Combo bạn thân - mạnh ai nấy ăn ^^
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Combo xốt ma dô ne
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Há cảo hấp
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Há cảo chiên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Túi tiền may mắn - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Gà cuộn rong biển - 2 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bánh Gạo Lắc Yummy!
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Gà Xiên Que - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chả cá sợi - 10 sợi
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Khoai Tây Lắc Phô Mai Nè
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Da gà chiên giòn
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Tàu hủ ky cuộn chả cá - 2 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Đậu hủ hải sản - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Đậu hủ cá - 1 miếng
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Đậu hủ cá phô mai - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chả Giò Việt Nam tui đoá
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Hồ lô - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Hoành thánh bọc trứng cút - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Tôm hùm viên - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Mực cuộn - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Thanh cua - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Cua viên - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chạo tôm - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bao nhím cam trứng cá - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bao nhím vàng trứng tôm - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bao nhím xanh nhân trứng muối phô mai - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Tôm surimi - 3 con
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Dồi Sụn Chiên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Nem nướng - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Cua hoàng đế cuộn - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Sò điệp - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Cốm xốt Mayonnaise - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bánh sữa chiên - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Phi-lê gà chiên - 2 Miếng
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bánh Mì xốt mayonnaise - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Bánh Gà Viên - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chả giò xốt mayonnaise - 1 cuốn
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Hotdog Hàn Quốc
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Chả Cá Tẩm Cốm - 3 viên nhe
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Cá viên xốt mayonnaise - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Khoai môn xốt mayonnaise - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Phô mai que - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Tôm tẩm bột - 1 con
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Phô mai viên - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Xúc xích lốc xoáy
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà tắc
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà tắc mật ong
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà Đào
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Sting
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà tắc
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà tắc mật ong
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Trà Đào
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Sting
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Coca-cola
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,O°
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao,Aqua
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Khoei tai lắz dới phô maj
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Da gè zòn - 1 phần
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Gà xjên que - 1 kây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bénh gẹo lắz phô maj
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Chả ká sợj - 10 sợj
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bánk beo ckjên badilao - 3 bánk
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bột phô mai ăn kèm
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Túj đồng tjền may mắn - 3 túj
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Cá viên chiên - 4 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bò viên - 4 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đậu bắp chiên healthy
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Hoành thánh chiên nè
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Trứng cút chiên - 4 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đậu hũ phô mai Hailidao - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Tôm viên - 4 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đậu hũ chiên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Sò điệp - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Xúc xích Đức
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Cua hoàng Đế cuộn King Crab
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Cá viên nhân trứng cút
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Dồi sụn (dosun)
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đậu Hủ hải sản - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Chả cá đậu đũa  - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Chả Cốm Sốt Mayonnaise
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Chả giò hải sản sốt mayonaise
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bánh bao cam trứng cá - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Tôm surumi - 3 con nhá
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Cua viên - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Tôm hùm viên ú nụ
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Hotdog - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Viên bánh mì xốt mayonnaise- 3 Viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đùi gà chạo tôm - 1 chạo
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Tàu hủ ky cuộn chả cá - 2 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Đậu hủ cá hồi - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bánh gà viên - 1 bánh
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,"Bò cuộn lá lốt, ngon ơi là ngon"
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Gà chiên - 1 miếng
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Khoai Môn Sốt Mayonnaise
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Tôm tẩm bột - 1 con
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Mực viên thơm ngon mời bạn ăn nha - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Nem nướng - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Mực Cuộn Tròn Xông Khói - 1 Khoanh
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Mai ghẹ chiên - 1 mai
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bánh bao xanh phô mai trứng muối - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Bánh bao nhân trứng cá hồi - 1 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Xúc xích lốc xoáy - 1 cây
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Thanh cua cuộn - 3 viên
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Trà tắc
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Trà tắc mật ong 
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Trà đào
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Coca cola
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Sting
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,O°
/ho-chi-minh/an-vat-chi-3-ca-vien-chien-ha-cao-phan-xich-long,Aqua
/ho-chi-minh/chick-and-cheese-ga-cay-pho-mai-ga-ran-han-quoc-tokbokki,GÌ CŨNG ĐƯỢC [Tiết kiệm 5%]
/ho-chi-minh/chick-and-cheese-ga-cay-pho-mai-ga-ran-han-quoc-tokbokki,GÀ ĐẠI CHIẾN [Tiết Kiệm 5%]
/ho-chi-minh/chick-and-cheese-ga-cay-pho-mai-ga-ran-han-quoc-tokbokki,HỘI CHỊ EM [Tiết kiệm 5%]
