href,menu
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Tré Trộn Xoài(Phần Nhỏ)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Topping_Xà Lách(60g)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,F.DƯA LEO (60gram)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Topping_Rau Thơm (60gram)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,F.NEM CHUA (40gram)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Nước Chấm Bánh Cuốn Tây Sơn 300ml
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Tré (Bì) Bình Định 
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,F.CHẢ LỤA(40gram)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Tré ( Bì) Bình Định ( 2 Cây)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Topping_Chả ram chiên giòn (5 Cuốn)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Trà Tắc Mật Ong
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Topping_Chả ram chiên giòn (5 Cuốn)
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Trà Tắc Mật Ong
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Nước Ngọt Pepsi
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Nước Suối
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Sting
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Chanh Sả Mật Ong
/ho-chi-minh/banh-cuon-tay-son-ms-smile-food-nguyen-van-thuong,Nước Ngọt 7up
/ho-chi-minh/ngon-24h-an-vat-mien-que,Mề Gà Muối Chiên Giòn
/ho-chi-minh/ngon-24h-an-vat-mien-que,Sụn Gà Chiên Nước Mắm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Gỏi Đu Đủ Tai Heo Bánh Phồng Tôm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Gỏi Đu Đủ Khô Gà Lá Chanh Bánh Phồng Tôm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Cơm Cháy Kho Quẹt Rau Củ Luộc
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chân Gà Chiên Nước Mắm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Cánh Gà Chiên Nước Mắm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Mì Trộn Muối Ớt Ngon 24h
/ho-chi-minh/ngon-24h-an-vat-mien-que,Hến Xúc Bánh Đa
/ho-chi-minh/ngon-24h-an-vat-mien-que,Trà Tắc Khổng Lồ
/ho-chi-minh/ngon-24h-an-vat-mien-que,Nước Suối
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chân Gà Sả Tắc 500GR
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chân Gà Sả Tắc Nhỏ
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chân Gà Sả Tắc 1KG
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chân Gà Sả Tắc 1KG
/ho-chi-minh/ngon-24h-an-vat-mien-que,Bánh Trứng Cút Nướng Bơ
/ho-chi-minh/ngon-24h-an-vat-mien-que,Bắp Xào
/ho-chi-minh/ngon-24h-an-vat-mien-que,Cá Trứng Lăn Bột Chiên Giòn
/ho-chi-minh/ngon-24h-an-vat-mien-que,Ếch Chiên Nước Mắm
/ho-chi-minh/ngon-24h-an-vat-mien-que,Xúc xích Cao Nguyên
/ho-chi-minh/ngon-24h-an-vat-mien-que,Chả Giò Ngon 24h
/ho-chi-minh/ngon-24h-an-vat-mien-que,Khoai Tây Chiên
/ho-chi-minh/ngon-24h-an-vat-mien-que,Bánh Đa
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Đại Ca Nướng Sốt Tiêu HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Khổng Lồ Nướng Sốt Tiêu Hongkong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Thái Nướng Sốt Tiêu HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Răng Mực Xào Bắp Bơ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Thái Nướng Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Đại Ca Nguyên Con Xào Bơ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Khổng Lồ Xào Sốt Lava Trứng Muối
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch Tuộc Nướng Sốt Tiêu HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Thái Xào Bơ Cay
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Thái Nướng Sốt Tiêu HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,BẠCH TUỘC XÀO BẮP BƠ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch Tuộc Tomyum Thái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bào Ngư Sốt Tiêu Đen HongKONG
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Thái Xào Sốt Tiêu HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Khổng Lồ Xào Bắp Bơ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Khổng Lồ Sốt Mắm Thái Cô Gái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Thái Sốt Mắm Thái Cô Gái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch Tuộc Trộn Sốt Mắm Thái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực đại ca Hong Kong nướng muối ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bánh Mì
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu mực Thái nướng muối ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực khổng lồ nướng muối ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Răng Mực Khổng Lồ Xào Bơ Cay
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực lọ Thái khủng nướng muối ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Đại Ca Nướng Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Đại Ca Nguyên Con Nướng Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Đại Ca Xào Bơ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch tuộc nướng muối ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực cà ri
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,TOMYUM Thái Mực Khổng Lồ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch Tuộc Trộn Sốt Thái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Cà Ri Râu Mực Khổng Lồ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Nguyên Con Nướng Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Khổng Lồ Xào Bơ Cay
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Thái Nguyên Con Xào Bơ Cay
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Khổng Lồ Trộn Sốt Thái Cay
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Râu Mực Thái Sốt Ớt Tươi
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bạch Tuộc Xào Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Cá viên cà ri
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Khổng Lồ Sốc Xoài Sốt Thái Đỏ
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Chẳng Dừng Nướng Sốt HongKong
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Đại Ca Hongkong Xào Muối Ớt
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Mực Lọ Nướng Trộn Sốt Thái
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Pepsi
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,7 UP
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bia Tiger
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Nước suối
/ho-chi-minh/thanh-muc-khong-lo-hong-kong-1101-duong-3-thang-2,Bia Heineken
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Bánh Trứng Chảy Đài Loan
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Bánh Tráng Lắc Phô Mai
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Bánh Trứng Chảy Đài Loan
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Bánh Tráng Lắc Phô Mai
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Combo 3 Gói Mì Trẻ Em Tuổi Thơ
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Combo 7 Gói Mì Trẻ Em Tuổi Thơ
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Kẹo Sữa Bò Nén Viên - 5 Viên
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Combo 20 Gói Mì Trẻ Em Và 40 Viên Kẹo Sữa Bò
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Combo 10 Gói Mì Trẻ Em Và 20 Viên Kẹo Sữa Bò
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,Coca Lon
/ho-chi-minh/chan-ga-rut-xuong-ngam-xa-tac-chan-ga-sot-thai-an-vat-cau-vang,RED BULL
/ho-chi-minh/tra-sua-yolo,Trà mãng cầu tươi
/ho-chi-minh/tra-sua-yolo,Trà sữa THÁI CAM
/ho-chi-minh/tra-sua-yolo,trà TẮC XANH  thái
/ho-chi-minh/tra-sua-yolo,Trà xoài tươi hạt đác
/ho-chi-minh/tra-sua-yolo,trà TẮC CAM  thái
/ho-chi-minh/tra-sua-yolo,Trà Long Nhãn
/ho-chi-minh/tra-sua-yolo,Trà  THÁI CAM TẮC MẬT ONG
/ho-chi-minh/tra-sua-yolo,Liên hệ 0938202928 hoặc page Trà sữa Yolo khi cần
/ho-chi-minh/tra-sua-yolo,Trà sữa nguyên vị
/ho-chi-minh/tra-sua-yolo,Trà sữa Thái xanh
/ho-chi-minh/tra-sua-yolo,Trà sữa chocolate
/ho-chi-minh/tra-sua-yolo,Trà sữa trân châu 
/ho-chi-minh/tra-sua-yolo,Trà đào sữa
/ho-chi-minh/tra-sua-yolo,Trà Sữa Thập Cẩm Yolo
/ho-chi-minh/tra-sua-yolo,Trà sữa bạc hà
/ho-chi-minh/tra-sua-yolo,Trà sữa caramel
/ho-chi-minh/tra-sua-yolo,Trà sữa mật ong
/ho-chi-minh/tra-sua-yolo,Trà Cam Quýt
/ho-chi-minh/tra-sua-yolo,Cam Vắt
/ho-chi-minh/tra-sua-yolo,Trà dâu dầm
/ho-chi-minh/tra-sua-yolo,Trà xoài
/ho-chi-minh/tra-sua-yolo,Chanh dây tươi mật ong
/ho-chi-minh/tra-sua-yolo,Yakult Dâu Tươi
/ho-chi-minh/tra-sua-yolo,Sữa tươi trân châu đường đen
/ho-chi-minh/tra-sua-yolo,Milo dầm
/ho-chi-minh/tra-sua-yolo,Sữa tươi hoa đậu biếc
/ho-chi-minh/tra-sua-yolo,Sữa tươi milo
/ho-chi-minh/tra-sua-yolo,Sữa tươi cafe
/ho-chi-minh/tra-sua-yolo,Sữa đặc cacao
/ho-chi-minh/tra-sua-yolo,Sữa tươi cacao
/ho-chi-minh/tra-sua-yolo,Sữa tươi bí đao sương sáo
/ho-chi-minh/tra-sua-yolo,Sữa tươi cafe sương sáo 
/ho-chi-minh/tra-sua-yolo,Soda nhiệt đới
/ho-chi-minh/tra-sua-yolo,Soda dâu
/ho-chi-minh/tra-sua-yolo,Soda táo
/ho-chi-minh/tra-sua-yolo,Kem tuyết dâu
/ho-chi-minh/tra-sua-yolo,Cookie táo đá xay
/ho-chi-minh/tra-sua-yolo,Matcha choco đá xay
/ho-chi-minh/tra-sua-yolo,Cookie mứt phúc bồn tử đá xay
/ho-chi-minh/tra-sua-yolo,Matcha bạc hà đá xay
/ho-chi-minh/tra-sua-yolo,Yogurt dưa lưới xay
/ho-chi-minh/tra-sua-yolo,Yogurt dâu xay
/ho-chi-minh/tra-sua-yolo,Yogurt xay
/ho-chi-minh/tra-sua-yolo,Yogurt đào xay
/ho-chi-minh/tra-sua-yolo,Yogurt kiwi xay
/ho-chi-minh/tra-sua-yolo,Yogurt bạc hà xay
/ho-chi-minh/tra-sua-yolo,Yogurt nhiệt đới xay
/ho-chi-minh/tra-sua-yolo,Yogurt vải xay
/ho-chi-minh/tra-sua-yolo,Yogurt mứt việt quất
/ho-chi-minh/tra-sua-yolo,Yogurt mứt dâu
/ho-chi-minh/tra-sua-yolo,Yogurt mứt phúc bồn tử
/ho-chi-minh/tra-sua-yolo,Yogurt mứt đào
/ho-chi-minh/tra-sua-yolo,Yogurt mứt nha đam cam
/ho-chi-minh/tra-sua-yolo,1 cây Xúc xích phô mai
/ho-chi-minh/tra-sua-yolo,Bánh bao chiên
/ho-chi-minh/tra-sua-yolo,Cua hoàng đế
/ho-chi-minh/tra-sua-yolo,Thanh cua
/ho-chi-minh/tra-sua-yolo,Chả cá trứng cút
/ho-chi-minh/tra-sua-yolo,Bò viên
/ho-chi-minh/tra-sua-yolo,Mì xào trứng
/ho-chi-minh/tra-sua-yolo,Há cảo chiên
/ho-chi-minh/tra-sua-yolo,Chả cá cốm
/ho-chi-minh/tra-sua-yolo,Mực khoanh
/ho-chi-minh/tra-sua-yolo,Phô mai que cốm
/ho-chi-minh/tra-sua-yolo,Sò Điệp
/ho-chi-minh/tra-sua-yolo,Mì xào xúc xích
/ho-chi-minh/tra-sua-yolo,Chả giò
/ho-chi-minh/tra-sua-yolo,Tôm
/ho-chi-minh/tra-sua-yolo,Gà chíp lắc phô mai
/ho-chi-minh/tra-sua-yolo,Bánh Tráng Phơi Sương Muối Nhuyễn
/ho-chi-minh/tra-sua-yolo,Bánh tráng sate bò
/ho-chi-minh/tra-sua-yolo,Chè khúc bạch
/ho-chi-minh/tra-sua-yolo,"Bánh Tráng Tôm,bơ"
/ho-chi-minh/tra-sua-yolo,Bánh Tráng Sợi Tôm Trộn
/ho-chi-minh/tra-sua-yolo,Cơm Cháy Nhiều Vị
/ho-chi-minh/tra-sua-yolo,Redbull
/ho-chi-minh/tra-sua-yolo,Cafe Sữa
/ho-chi-minh/tra-sua-yolo,Nước Suối
/ho-chi-minh/tra-sua-yolo,Cafe Đá
/ho-chi-minh/tra-sua-yolo,Lipton Chanh
/ho-chi-minh/tra-sua-yolo,Lipton Chanh Mật Ong
/ho-chi-minh/tra-sua-yolo,Sting
/ho-chi-minh/tra-sua-yolo,Lipton
/ho-chi-minh/tra-sua-yolo,CoCa
/ho-chi-minh/tra-sua-yolo,Lipton Mật Ong
/ho-chi-minh/dac-san-phan-rang-2,Combo 4 Cuốn Nem 64K
/ho-chi-minh/dac-san-phan-rang-2,CÁ NGỪ HẤP - Phần Nhỏ
/ho-chi-minh/dac-san-phan-rang-2,Mực hấp - Phần Lớn
/ho-chi-minh/dac-san-phan-rang-2,CÁ NGỪ HẤP - Phần Lớn
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN THẬP CẨM
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN TRỨNG
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN TRỨNG CÚT
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN MỰC + TÔM
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN THỊT XAY
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN TÔM
/ho-chi-minh/dac-san-phan-rang-2,Bánh Căn Trứng Muối
/ho-chi-minh/dac-san-phan-rang-2,BÁNH CĂN HÀU SỮA
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH CĂN THẬP CẨM + 1 LY NƯỚC MÍA 85K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH CĂN THẬP CẨM + 1 LY TRÀ TẮC  85K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH CĂN THẬP CẨM + CHAI NƯỚC NHO LÊN MEN TỰ NHIÊN  105K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH CĂN ĐẶC BIỆT + CHAI NƯỚC NHO LÊN MEN TỰ NHIÊN 119K
/ho-chi-minh/dac-san-phan-rang-2,BÁNH XÈO THẬP CẨM
/ho-chi-minh/dac-san-phan-rang-2,BÁNH XÈO TÔM
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 XÈO THẬP CẨM + 1 LY TRÀ TẮC
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 XÈO THẬP CẨM + 1 LY NƯỚC MÍA
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH XÈO THẬP CẨM + CHAI NƯỚC NHO LÊN MEN TỰ NHIÊN  105K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 1 BÁNH XÈO ĐẶC BIỆT + CHAI NƯỚC NHO LÊN MEN TỰ NHIÊN 119K
/ho-chi-minh/dac-san-phan-rang-2,"NEM ,CHẢ PHẦN"
/ho-chi-minh/dac-san-phan-rang-2,BỘ DỤNG CỤ ĂN
/ho-chi-minh/dac-san-phan-rang-2,MỰC HẤP
/ho-chi-minh/dac-san-phan-rang-2,Bánh  Tráng thêm
/ho-chi-minh/dac-san-phan-rang-2,1 Xấp Bánh Tráng (50 Cái)
/ho-chi-minh/dac-san-phan-rang-2,NƯỚC MÍA SIÊU SẠCH 2 PHƯỢNG
/ho-chi-minh/dac-san-phan-rang-2,TRÀ TẮC 2 PHƯỢNG
/ho-chi-minh/dac-san-phan-rang-2,COMBO 2 LY TRÀ TẮC 34K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 2 LY NƯỚC MÍA SIÊU SẠCH 32K
/ho-chi-minh/dac-san-phan-rang-2,COMBO 4 LY NƯỚC MÍA SIÊU SẠCH 62K
/ho-chi-minh/dac-san-phan-rang-2,COMBO SIÊU TIẾT KIỆM 4 TRÀ TẮC 62K
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua (Hộp lớn)
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua Óc Heo
/ho-chi-minh/sup-cua-cho-tan-dinh,Cặp Chân Gà
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua (Hộp lớn)
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua (Hộp nhỏ)
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua Bắc Thảo (1/2 trứng)
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua Bắc Thảo
/ho-chi-minh/sup-cua-cho-tan-dinh,Óc Heo (1/2 bộ)
/ho-chi-minh/sup-cua-cho-tan-dinh,Súp Cua Thập Cẩm
/ho-chi-minh/sup-cua-cho-tan-dinh,Hột Gà Bắc Thảo
/ho-chi-minh/sup-cua-cho-tan-dinh,Óc heo chưng trứng
/ho-chi-minh/sup-cua-cho-tan-dinh,Combo 5 Cuốn
/ho-chi-minh/sup-cua-cho-tan-dinh,Combo 3 Cuốn
/ho-chi-minh/sup-cua-cho-tan-dinh,Combo 10 Cuốn
/ho-chi-minh/sup-cua-cho-tan-dinh,Gỏi Đu Đủ Ngó Sen Tôm Thịt
/ho-chi-minh/sup-cua-cho-tan-dinh,Miến Xào Cua
/ho-chi-minh/sup-cua-cho-tan-dinh,Cam Vắt
/ho-chi-minh/sup-cua-cho-tan-dinh,Nước dừa tắc
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép lựu
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố bơ
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép thơm
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố mãng cầu
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép táo thơm
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố dâu
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố bơ sầu riêng
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép sơ ri
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép táo
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép cam cà rốt
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố sapoche
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép bưởi
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố dừa
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép dưa hấu
/ho-chi-minh/sup-cua-cho-tan-dinh,Rau má sầu riêng
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố đu đủ
/ho-chi-minh/sup-cua-cho-tan-dinh,Bánh Flan
/ho-chi-minh/sup-cua-cho-tan-dinh,Rau Má
/ho-chi-minh/sup-cua-cho-tan-dinh,Trà Tắc
/ho-chi-minh/sup-cua-cho-tan-dinh,Nước Sâm
/ho-chi-minh/sup-cua-cho-tan-dinh,Chân gà sốt Thái (cặp)
/ho-chi-minh/sup-cua-cho-tan-dinh,Sữa Bắp
/ho-chi-minh/sup-cua-cho-tan-dinh,Chanh Dây
/ho-chi-minh/sup-cua-cho-tan-dinh,Chân gà sốt Thái mix xoài giòn - 500gr
/ho-chi-minh/sup-cua-cho-tan-dinh,Yaourt Đá
/ho-chi-minh/sup-cua-cho-tan-dinh,Cà phê sữa đá
/ho-chi-minh/sup-cua-cho-tan-dinh,Tắc xí muội
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép ổi
/ho-chi-minh/sup-cua-cho-tan-dinh,Ép cam - cà rốt - củ dền
/ho-chi-minh/sup-cua-cho-tan-dinh,Cà phê đá
/ho-chi-minh/sup-cua-cho-tan-dinh,Sinh tố sầu riêng
/ho-chi-minh/nem-nuong-quyen,Nem nướng (1 cái)
/ho-chi-minh/nem-nuong-quyen,Nem nướng (10 cái)
/ho-chi-minh/street-sushi-nguyen-thi-thap,Sushi Moriwase A / Tổng Hợp A
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL08- Umibodo Salad/ Salad Rong Nho
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL07- Sake Salad/ Salad Cá Hồi
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL02- Chuka wakame salad
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL04- Ebitem Salad/ Salad Tôm Tempura
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL09- Green Salad/Salad Rau Xanh Trộn Sốt
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL03- American Beef Salad/Salad Bò Mỹ
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL05-Maguro Salad/Salad Cá Ngừ
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL01-KAISHO SALAD / salad tảo biển
/ho-chi-minh/street-sushi-nguyen-thi-thap,SL06- Salad Alaska
/ho-chi-minh/street-sushi-nguyen-thi-thap,M8. Sake abokado
/ho-chi-minh/street-sushi-nguyen-thi-thap,MK10- Special Ebitem/ Cuốn Tôm Chiên Đặc Biệt
/ho-chi-minh/street-sushi-nguyen-thi-thap,M1. Sake
/ho-chi-minh/street-sushi-nguyen-thi-thap,M10 - Sake Kawa / Cuốn Da Cá Hồi Chiên
/ho-chi-minh/street-sushi-nguyen-thi-thap,M13 - Unagi Abokado / Cuốn Lươn Và Bơ
/ho-chi-minh/street-sushi-nguyen-thi-thap,M14 - Cali / Cuốn Kiểu cali
/ho-chi-minh/street-sushi-nguyen-thi-thap,M18 - Dainamaito Sake / Cuốn Cá Hồi Sốt Daina
/ho-chi-minh/street-sushi-nguyen-thi-thap,M22 - Cuốn Cá Hồi Chiên
/ho-chi-minh/street-sushi-nguyen-thi-thap,M3 - Ebi / Cuốn Tôm
/ho-chi-minh/street-sushi-nguyen-thi-thap,M23. Maguro tem
/ho-chi-minh/street-sushi-nguyen-thi-thap,M35. Nana iro
/ho-chi-minh/street-sushi-nguyen-thi-thap,MK5- Las Vegas Roll/ Cuốn Kiểu Las Vegas
/ho-chi-minh/street-sushi-nguyen-thi-thap,M31.Futo
/ho-chi-minh/street-sushi-nguyen-thi-thap,MK9- Salmon Jambon/ Cuốn Cá Hồi Jambon
/ho-chi-minh/street-sushi-nguyen-thi-thap,MK4- Cali Mexico Roll/ Cuốn Kiểu Cali Mexico
/ho-chi-minh/street-sushi-nguyen-thi-thap,M32. Shifudo
/ho-chi-minh/street-sushi-nguyen-thi-thap,MK2- Alaska Roll/ Cuốn Kiểu Alaska
/ho-chi-minh/street-sushi-nguyen-thi-thap,M27. Yasai tem
/ho-chi-minh/street-sushi-nguyen-thi-thap,M4. Kappa
/ho-chi-minh/street-sushi-nguyen-thi-thap,C3 - Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C7 - Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C5- Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C1- Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C6 - Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C4 - Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,C2 - Combo
/ho-chi-minh/street-sushi-nguyen-thi-thap,Sting
/ho-chi-minh/street-sushi-nguyen-thi-thap,7 Up
